Tabel 2.  Gemiddeld aantal personenauto's per huishouden naar wijk, 1 januari 2023;;;;;
;;;;;
Wijknaam  ;Wijkcode ;Gemeentenaam;Gemeentecode ;Personenauto's per huishouden (afgerond);
't Lien / De Rietvink;WK191603  ;Leidschendam-Voorburg                   ;GM1916;1,0;
Stompwijk;WK191604  ;Leidschendam-Voorburg                   ;GM1916;1,3;
Leidschendam - Zuid en omgeving;WK191605  ;Leidschendam-Voorburg                   ;GM1916;0,9;
De Heuvel / Amstelwijk;WK191606  ;Leidschendam-Voorburg                   ;GM1916;0,6;
Damsigt en omgeving;WK191607  ;Leidschendam-Voorburg                   ;GM1916;1,0;
Essesteijn;WK191608  ;Leidschendam-Voorburg                   ;GM1916;0,8;
Voorburg Midden;WK191609  ;Leidschendam-Voorburg                   ;GM1916;0,7;
Bovenveen;WK191610  ;Leidschendam-Voorburg                   ;GM1916;0,6;
Voorburg Noord;WK191611  ;Leidschendam-Voorburg                   ;GM1916;0,7;
Voorburg West / Park Leeuwenbergh;WK191612  ;Leidschendam-Voorburg                   ;GM1916;1,0;
Voorburg Oud;WK191613  ;Leidschendam-Voorburg                   ;GM1916;1,0;
Goedereede;WK192400  ;Goeree-Overflakkee                      ;GM1924;1,3;
Ouddorp;WK192401  ;Goeree-Overflakkee                      ;GM1924;1,3;
Stellendam;WK192402  ;Goeree-Overflakkee                      ;GM1924;1,3;
Middelharnis;WK192403  ;Goeree-Overflakkee                      ;GM1924;1,1;
Ooltgensplaat;WK192404  ;Goeree-Overflakkee                      ;GM1924;1,2;
Den Bommel;WK192405  ;Goeree-Overflakkee                      ;GM1924;1,3;
Oude-Tonge;WK192406  ;Goeree-Overflakkee                      ;GM1924;1,2;
Dirksland;WK192407  ;Goeree-Overflakkee                      ;GM1924;1,2;
Melissant;WK192408  ;Goeree-Overflakkee                      ;GM1924;1,4;
Herkingen;WK192409  ;Goeree-Overflakkee                      ;GM1924;1,2;
Sommelsdijk;WK192410  ;Goeree-Overflakkee                      ;GM1924;1,1;
Nieuwe-Tonge;WK192411  ;Goeree-Overflakkee                      ;GM1924;1,2;
Stad aan 't Haringvliet;WK192412  ;Goeree-Overflakkee                      ;GM1924;1,3;
Achthuizen;WK192413  ;Goeree-Overflakkee                      ;GM1924;1,2;
Pijnacker;WK192601  ;Pijnacker-Nootdorp                      ;GM1926;1,1;
Nootdorp;WK192602  ;Pijnacker-Nootdorp                      ;GM1926;1,1;
Delfgauw;WK192603  ;Pijnacker-Nootdorp                      ;GM1926;1,0;
Centrum;WK193001  ;Nissewaard                              ;GM1930;0,7;
Schiekamp;WK193002  ;Nissewaard                              ;GM1930;0,9;
Hoogwerf;WK193003  ;Nissewaard                              ;GM1930;0,9;
Vierambachten;WK193004  ;Nissewaard                              ;GM1930;1,0;
De Hoek;WK193005  ;Nissewaard                              ;GM1930;0,9;
Gildenwijk;WK193006  ;Nissewaard                              ;GM1930;0,7;
Groenewoud;WK193007  ;Nissewaard                              ;GM1930;0,8;
Sterrenkwartier;WK193008  ;Nissewaard                              ;GM1930;0,9;
Schenkel;WK193009  ;Nissewaard                              ;GM1930;1,1;
De Elementen;WK193010  ;Nissewaard                              ;GM1930;1,1;
Vogelenzang;WK193011  ;Nissewaard                              ;GM1930;1,0;
De Akkers;WK193012  ;Nissewaard                              ;GM1930;0,9;
Vriesland;WK193013  ;Nissewaard                              ;GM1930;1,0;
Waterland;WK193014  ;Nissewaard                              ;GM1930;1,1;
Maaswijk;WK193015  ;Nissewaard                              ;GM1930;1,2;
Halfweg;WK193016  ;Nissewaard                              ;GM1930;.;
Buitengebied;WK193017  ;Nissewaard                              ;GM1930;.;
Heenvliet;WK193025  ;Nissewaard                              ;GM1930;1,3;
Geervliet;WK193027  ;Nissewaard                              ;GM1930;1,2;
Abbenbroek;WK193029  ;Nissewaard                              ;GM1930;1,4;
Zuidland;WK193031  ;Nissewaard                              ;GM1930;1,2;
Simonshaven;WK193033  ;Nissewaard                              ;GM1930;1,3;
Hekelingen;WK193050  ;Nissewaard                              ;GM1930;1,4;
Wijk 00 Lekkerkerk;WK193100  ;Krimpenerwaard                          ;GM1931;1,1;
Wijk 01 Krimpen aan de Lek;WK193101  ;Krimpenerwaard                          ;GM1931;1,1;
Wijk 02 Ouderkerk aan den IJssel;WK193102  ;Krimpenerwaard                          ;GM1931;1,2;
Wijk 03 Gouderak;WK193103  ;Krimpenerwaard                          ;GM1931;1,1;
Wijk 04 Bergambacht;WK193104  ;Krimpenerwaard                          ;GM1931;1,1;
Wijk 05 Bergstoep;WK193105  ;Krimpenerwaard                          ;GM1931;1,2;
Wijk 06 Ammerstol;WK193106  ;Krimpenerwaard                          ;GM1931;1,2;
Wijk 07 Berkenwoude;WK193107  ;Krimpenerwaard                          ;GM1931;1,4;
Wijk 08 Haastrecht;WK193108  ;Krimpenerwaard                          ;GM1931;1,1;
Wijk 10 Stolwijk;WK193110  ;Krimpenerwaard                          ;GM1931;1,2;
Wijk 11 Vlist;WK193111  ;Krimpenerwaard                          ;GM1931;1,3;
Wijk 12 Schoonhoven;WK193112  ;Krimpenerwaard                          ;GM1931;1,0;
Wijk 01 Akmarijp;WK194001  ;De Fryske Marren                        ;GM1940;.;
Wijk 02 Bakhuizen;WK194002  ;De Fryske Marren                        ;GM1940;1,1;
Wijk 03 Balk;WK194003  ;De Fryske Marren                        ;GM1940;1,1;
Wijk 04 Bantega;WK194004  ;De Fryske Marren                        ;GM1940;1,5;
Wijk 05 Boornzwaag;WK194005  ;De Fryske Marren                        ;GM1940;.;
Wijk 06 Broek;WK194006  ;De Fryske Marren                        ;GM1940;1,4;
Wijk 07 Delfstrahuizen;WK194007  ;De Fryske Marren                        ;GM1940;1,3;
Wijk 08 Dijken;WK194008  ;De Fryske Marren                        ;GM1940;.;
Wijk 09 Doniaga;WK194009  ;De Fryske Marren                        ;GM1940;.;
Wijk 10 Echten;WK194010  ;De Fryske Marren                        ;GM1940;1,4;
Wijk 11 Echtenerbrug;WK194011  ;De Fryske Marren                        ;GM1940;1,3;
Wijk 12 Eesterga;WK194012  ;De Fryske Marren                        ;GM1940;.;
Wijk 13 Elahuizen;WK194013  ;De Fryske Marren                        ;GM1940;1,4;
Wijk 14 Follega;WK194014  ;De Fryske Marren                        ;GM1940;1,3;
Wijk 15 Goingarijp;WK194015  ;De Fryske Marren                        ;GM1940;1,5;
Wijk 16 Harich;WK194016  ;De Fryske Marren                        ;GM1940;1,4;
Wijk 17 Haskerhorne;WK194017  ;De Fryske Marren                        ;GM1940;1,4;
Wijk 18 Idskenhuizen;WK194018  ;De Fryske Marren                        ;GM1940;1,2;
Wijk 19 Joure;WK194019  ;De Fryske Marren                        ;GM1940;1,1;
Wijk 20 Kolderwolde;WK194020  ;De Fryske Marren                        ;GM1940;.;
Wijk 21 Langweer;WK194021  ;De Fryske Marren                        ;GM1940;1,3;
Wijk 22 Legemeer;WK194022  ;De Fryske Marren                        ;GM1940;.;
Wijk 23 Lemmer;WK194023  ;De Fryske Marren                        ;GM1940;1,1;
Wijk 24 Mirns;WK194024  ;De Fryske Marren                        ;GM1940;.;
Wijk 25 Nijehaske;WK194025  ;De Fryske Marren                        ;GM1940;.;
Wijk 26 Nijemirdum;WK194026  ;De Fryske Marren                        ;GM1940;1,5;
Wijk 27 Oldeouwer;WK194027  ;De Fryske Marren                        ;GM1940;.;
Wijk 28 Oosterzee;WK194028  ;De Fryske Marren                        ;GM1940;1,3;
Wijk 29 Oudega;WK194029  ;De Fryske Marren                        ;GM1940;1,4;
Wijk 30 Oudehaske;WK194030  ;De Fryske Marren                        ;GM1940;1,3;
Wijk 31 Oudemirdum;WK194031  ;De Fryske Marren                        ;GM1940;1,3;
Wijk 32 Ouwsterhaule;WK194032  ;De Fryske Marren                        ;GM1940;1,5;
Wijk 33 Ouwster-Nijega;WK194033  ;De Fryske Marren                        ;GM1940;.;
Wijk 34 Rijs;WK194034  ;De Fryske Marren                        ;GM1940;1,8;
Wijk 35 Rohel;WK194035  ;De Fryske Marren                        ;GM1940;1,5;
Wijk 36 Rotstergaast;WK194036  ;De Fryske Marren                        ;GM1940;1,5;
Wijk 37 Rotsterhaule;WK194037  ;De Fryske Marren                        ;GM1940;1,4;
Wijk 38 Rottum;WK194038  ;De Fryske Marren                        ;GM1940;1,4;
Wijk 39 Ruigahuizen;WK194039  ;De Fryske Marren                        ;GM1940;.;
Wijk 40 Scharsterbrug;WK194040  ;De Fryske Marren                        ;GM1940;1,4;
Wijk 41 Sint Nicolaasga;WK194041  ;De Fryske Marren                        ;GM1940;1,2;
Wijk 42 Sinjohannesga;WK194042  ;De Fryske Marren                        ;GM1940;1,4;
Wijk 43 Sloten;WK194043  ;De Fryske Marren                        ;GM1940;1,3;
Wijk 44 Snikzwaag;WK194044  ;De Fryske Marren                        ;GM1940;.;
Wijk 45 Sondel;WK194045  ;De Fryske Marren                        ;GM1940;1,3;
Wijk 46 Terherne;WK194046  ;De Fryske Marren                        ;GM1940;1,2;
Wijk 47 Terkaple;WK194047  ;De Fryske Marren                        ;GM1940;1,4;
Wijk 48 Teroele;WK194048  ;De Fryske Marren                        ;GM1940;.;
Wijk 49 Tjerkgaast;WK194049  ;De Fryske Marren                        ;GM1940;1,5;
Wijk 50 Vegelinsoord;WK194050  ;De Fryske Marren                        ;GM1940;1,4;
Wijk 51 Wijckel;WK194051  ;De Fryske Marren                        ;GM1940;1,3;
Bussum Centrum;WK194200  ;Gooise Meren                            ;GM1942;0,8;
Brediuskwartier;WK194201  ;Gooise Meren                            ;GM1942;1,1;
Eng;WK194202  ;Gooise Meren                            ;GM1942;1,0;
Spiegel;WK194203  ;Gooise Meren                            ;GM1942;1,2;
Muiden;WK194204  ;Gooise Meren                            ;GM1942;1,1;
Naarden;WK194205  ;Gooise Meren                            ;GM1942;1,1;
Beek;WK194500  ;Berg en Dal                             ;GM1945;1,0;
Berg en Dal;WK194501  ;Berg en Dal                             ;GM1945;1,0;
Breedeweg;WK194502  ;Berg en Dal                             ;GM1945;1,3;
De Horst;WK194503  ;Berg en Dal                             ;GM1945;1,5;
Erlecom;WK194504  ;Berg en Dal                             ;GM1945;1,3;
Groesbeek;WK194505  ;Berg en Dal                             ;GM1945;1,1;
Heilig Landstichting;WK194506  ;Berg en Dal                             ;GM1945;1,2;
Kekerdom;WK194507  ;Berg en Dal                             ;GM1945;1,3;
Leuth;WK194508  ;Berg en Dal                             ;GM1945;1,1;
Millingen aan de Rijn;WK194509  ;Berg en Dal                             ;GM1945;1,2;
Ooij;WK194510  ;Berg en Dal                             ;GM1945;1,1;
Persingen;WK194511  ;Berg en Dal                             ;GM1945;.;
Ubbergen;WK194512  ;Berg en Dal                             ;GM1945;0,8;
Erp;WK194801  ;Meierijstad                             ;GM1948;1,4;
Schijndel;WK194802  ;Meierijstad                             ;GM1948;1,2;
Sint-Oedenrode;WK194803  ;Meierijstad                             ;GM1948;1,2;
Veghel;WK194804  ;Meierijstad                             ;GM1948;1,2;
Achlum;WK194915  ;Waadhoeke                               ;GM1949;1,2;
St.-Annaparochie;WK194916  ;Waadhoeke                               ;GM1949;1,1;
Baaium;WK194917  ;Waadhoeke                               ;GM1949;.;
Berltsum;WK194918  ;Waadhoeke                               ;GM1949;1,2;
Bitgum;WK194919  ;Waadhoeke                               ;GM1949;1,4;
Bitgummole;WK194920  ;Waadhoeke                               ;GM1949;1,3;
Blessum;WK194921  ;Waadhoeke                               ;GM1949;.;
Boer;WK194922  ;Waadhoeke                               ;GM1949;.;
Boksum;WK194923  ;Waadhoeke                               ;GM1949;1,2;
Deinum;WK194924  ;Waadhoeke                               ;GM1949;1,2;
Dongjum;WK194925  ;Waadhoeke                               ;GM1949;1,2;
Dronryp;WK194926  ;Waadhoeke                               ;GM1949;1,3;
Firdgum;WK194927  ;Waadhoeke                               ;GM1949;.;
Franeker;WK194928  ;Waadhoeke                               ;GM1949;1,0;
Herbaijum;WK194929  ;Waadhoeke                               ;GM1949;1,2;
Hitzum;WK194930  ;Waadhoeke                               ;GM1949;1,3;
Ingelum;WK194931  ;Waadhoeke                               ;GM1949;1,5;
St.-Jacobiparochie;WK194932  ;Waadhoeke                               ;GM1949;1,2;
Klooster Lidlum;WK194933  ;Waadhoeke                               ;GM1949;.;
Marsum;WK194934  ;Waadhoeke                               ;GM1949;1,2;
Menaam;WK194935  ;Waadhoeke                               ;GM1949;1,2;
Minnertsga;WK194936  ;Waadhoeke                               ;GM1949;1,2;
Nij Altoenae;WK194937  ;Waadhoeke                               ;GM1949;1,5;
Oosterbierum;WK194938  ;Waadhoeke                               ;GM1949;1,3;
Oudebildtzijl;WK194939  ;Waadhoeke                               ;GM1949;1,3;
Peins;WK194940  ;Waadhoeke                               ;GM1949;1,3;
Pietersbierum;WK194941  ;Waadhoeke                               ;GM1949;1,2;
Ried;WK194942  ;Waadhoeke                               ;GM1949;1,2;
Schalsum;WK194943  ;Waadhoeke                               ;GM1949;1,3;
Sexbierum;WK194944  ;Waadhoeke                               ;GM1949;1,1;
Skingen;WK194945  ;Waadhoeke                               ;GM1949;.;
Slappeterp;WK194946  ;Waadhoeke                               ;GM1949;.;
Spannum;WK194947  ;Waadhoeke                               ;GM1949;1,3;
Tzum;WK194948  ;Waadhoeke                               ;GM1949;1,2;
Tzummarum;WK194949  ;Waadhoeke                               ;GM1949;1,3;
Vrouwenparochie;WK194950  ;Waadhoeke                               ;GM1949;1,4;
Westhoek;WK194951  ;Waadhoeke                               ;GM1949;1,4;
Wier;WK194952  ;Waadhoeke                               ;GM1949;1,4;
Winsum;WK194953  ;Waadhoeke                               ;GM1949;1,4;
Wjelsryp;WK194954  ;Waadhoeke                               ;GM1949;1,3;
Zweins;WK194955  ;Waadhoeke                               ;GM1949;.;
Wijk 00 Bellingwolde;WK195000  ;Westerwolde                             ;GM1950;1,3;
Wijk 01 Oost;WK195001  ;Westerwolde                             ;GM1950;1,4;
Wijk 02 Blijham;WK195002  ;Westerwolde                             ;GM1950;1,3;
Wijk 03 Sellingen;WK195003  ;Westerwolde                             ;GM1950;1,4;
Wijk 04 Vlagtwedde;WK195004  ;Westerwolde                             ;GM1950;1,3;
Wijk 05 Bourtange;WK195005  ;Westerwolde                             ;GM1950;1,3;
Wijk 06 Sellingerbeetse;WK195006  ;Westerwolde                             ;GM1950;1,5;
Wijk 07 Ter Apel;WK195007  ;Westerwolde                             ;GM1950;1,2;
Wijk 08 Ter Wisch;WK195008  ;Westerwolde                             ;GM1950;1,3;
Wijk 09 de Maten;WK195009  ;Westerwolde                             ;GM1950;1,6;
Foxham en Hoogezand-Noord;WK195201  ;Midden-Groningen                        ;GM1952;0,9;
Hoogezand-Zuid;WK195202  ;Midden-Groningen                        ;GM1952;0,9;
Kalkwijk;WK195203  ;Midden-Groningen                        ;GM1952;1,2;
Sappemeer;WK195204  ;Midden-Groningen                        ;GM1952;1,1;
Kiel-Windeweer;WK195205  ;Midden-Groningen                        ;GM1952;1,6;
Kropswolde;WK195206  ;Midden-Groningen                        ;GM1952;1,6;
Foxhol;WK195207  ;Midden-Groningen                        ;GM1952;1,0;
Westerbroek en Waterhuizen;WK195208  ;Midden-Groningen                        ;GM1952;1,3;
Harkstede, Scharmer en Woudbloem;WK195209  ;Midden-Groningen                        ;GM1952;1,4;
Kolham;WK195210  ;Midden-Groningen                        ;GM1952;1,4;
Froombosch;WK195211  ;Midden-Groningen                        ;GM1952;1,5;
Slochteren;WK195212  ;Midden-Groningen                        ;GM1952;1,2;
Schildwolde;WK195213  ;Midden-Groningen                        ;GM1952;1,5;
Hellum;WK195214  ;Midden-Groningen                        ;GM1952;1,6;
Siddeburen;WK195215  ;Midden-Groningen                        ;GM1952;1,3;
Eemskanaal-Zuid;WK195216  ;Midden-Groningen                        ;GM1952;1,4;
Tjuchem en Steendam;WK195217  ;Midden-Groningen                        ;GM1952;1,6;
Muntendam;WK195218  ;Midden-Groningen                        ;GM1952;1,1;
Noordbroek;WK195219  ;Midden-Groningen                        ;GM1952;1,3;
Zuidbroek;WK195220  ;Midden-Groningen                        ;GM1952;1,3;
Meeden;WK195221  ;Midden-Groningen                        ;GM1952;1,5;
Wijk 00 Onderbanken;WK195400  ;Beekdaelen                              ;GM1954;1,4;
Wijk 01 Nuth;WK195401  ;Beekdaelen                              ;GM1954;1,2;
Wijk 02 Wijnandsrade;WK195402  ;Beekdaelen                              ;GM1954;1,4;
Wijk 03 Hulsberg;WK195403  ;Beekdaelen                              ;GM1954;1,4;
Wijk 04 Schimmert;WK195404  ;Beekdaelen                              ;GM1954;1,4;
Wijk 05;WK195405  ;Beekdaelen                              ;GM1954;1,3;
Wijk 06 Amstenrade - Oirsbeek;WK195406  ;Beekdaelen                              ;GM1954;1,3;
Wijk 00 's-Heerenberg;WK195500  ;Montferland                             ;GM1955;1,2;
Wijk 01 Brakel;WK195501  ;Montferland                             ;GM1955;1,4;
Wijk 02 Didam;WK195502  ;Montferland                             ;GM1955;1,2;
Werkendam;WK195901  ;Altena                                  ;GM1959;1,1;
Sleeuwijk;WK195902  ;Altena                                  ;GM1959;1,3;
